TENTADO_CONSUMADO;DATA_FATO;MES;ANO_FATO;MUNICIPIO_FATO;RISP;RMBH;QTD_VITIMAS
TENTADO;2022-08-21;8;2022;BANDEIRA DO SUL;18;-;2
TENTADO;2022-08-23;8;2022;MONTE CARMELO;10;-;1
TENTADO;2022-08-25;8;2022;RIBEIRAO DAS NEVES;2;RMBH;1
TENTADO;2022-08-26;8;2022;JUIZ DE FORA;4;-;1
TENTADO;2022-08-29;8;2022;BELO HORIZONTE;1;RMBH;1
TENTADO;2022-08-31;8;2022;JORDANIA;15;-;1
TENTADO;2022-09-03;9;2022;ALFENAS;18;-;1
TENTADO;2022-09-03;9;2022;JUIZ DE FORA;4;-;1
TENTADO;2022-09-03;9;2022;PERDIGAO;7;-;1
TENTADO;2022-09-05;9;2022;RIBEIRAO DAS NEVES;2;RMBH;1
TENTADO;2022-09-06;9;2022;RIBEIRAO DAS NEVES;2;RMBH;1
TENTADO;2022-09-11;9;2022;SERICITA;12;-;1
TENTADO;2022-09-14;9;2022;JOSE GONCALVES DE MINAS;14;-;1
TENTADO;2022-09-15;9;2022;NOVA LIMA;3;RMBH;1
TENTADO;2022-09-18;9;2022;BONFIM;2;-;1
TENTADO;2022-09-23;9;2022;PEDRA DO ANTA;4;-;1
TENTADO;2022-09-24;9;2022;BELO HORIZONTE;1;RMBH;1
TENTADO;2022-09-25;9;2022;UBERLANDIA;9;-;1
TENTADO;2022-09-27;9;2022;ARACUAI;15;-;1
TENTADO;2022-09-27;9;2022;MARIANA;3;-;1
TENTADO;2022-09-28;9;2022;ITABIRA;12;-;1
TENTADO;2022-09-28;9;2022;LADAINHA;15;-;1
TENTADO;2022-09-28;9;2022;POUSO ALEGRE;17;-;1
TENTADO;2022-09-29;9;2022;ANDRADAS;18;-;1
TENTADO;2022-10-01;10;2022;BELO HORIZONTE;1;RMBH;1
TENTADO;2022-10-03;10;2022;BELO HORIZONTE;1;RMBH;1
TENTADO;2022-10-03;10;2022;SAO PEDRO DOS FERROS;12;-;1
TENTADO;2022-10-05;10;2022;BETIM;2;RMBH;1
TENTADO;2022-10-08;10;2022;CHAPADA GAUCHA;16;-;1
TENTADO;2022-10-08;10;2022;PARACATU;16;-;1
TENTADO;2022-10-07;10;2022;CONTAGEM;2;RMBH;1
TENTADO;2022-10-11;10;2022;UNAI;16;-;1
TENTADO;2022-10-12;10;2022;BELO HORIZONTE;1;RMBH;1
TENTADO;2022-10-14;10;2022;JEQUITINHONHA;15;-;1
TENTADO;2022-10-15;10;2022;SAO GOTARDO;10;-;1
TENTADO;2022-10-16;10;2022;RIBEIRAO DAS NEVES;2;RMBH;1
TENTADO;2022-10-22;10;2022;BELO HORIZONTE;1;RMBH;1
TENTADO;2022-10-23;10;2022;CONTAGEM;2;RMBH;2
TENTADO;2022-10-23;10;2022;SANTA LUZIA;3;RMBH;1
TENTADO;2022-10-25;10;2022;CONTAGEM;2;RMBH;1
TENTADO;2022-10-26;10;2022;JANAUBA;11;-;1
TENTADO;2022-10-29;10;2022;CAETE;3;RMBH;1
TENTADO;2022-10-30;10;2022;CAETE;3;RMBH;1
TENTADO;2022-11-01;11;2022;CONGONHAS;13;-;1
TENTADO;2022-11-08;11;2022;MANHUMIRIM;12;-;1
TENTADO;2022-11-09;11;2022;RIBEIRAO DAS NEVES;2;RMBH;1
TENTADO;2022-11-13;11;2022;BELO HORIZONTE;1;RMBH;1
TENTADO;2022-11-13;11;2022;SARZEDO;2;RMBH;1
TENTADO;2022-11-13;11;2022;NAQUE;12;-;1
TENTADO;2022-11-14;11;2022;BUENOPOLIS;14;-;1
TENTADO;2022-11-14;11;2022;QUELUZITO;13;-;1
TENTADO;2022-11-15;11;2022;SANTANA DO PARAISO;12;-;1
TENTADO;2022-11-16;11;2022;SANTA BARBARA DO MONTE VERDE;4;-;1
TENTADO;2022-11-17;11;2022;PATOS DE MINAS;10;-;1
TENTADO;2022-11-18;11;2022;SAO SEBASTIAO PARAISO;18;-;1
TENTADO;2022-11-20;11;2022;ESMERALDAS;2;RMBH;1
TENTADO;2022-11-28;11;2022;JUIZ DE FORA;4;-;2
TENTADO;2022-12-03;12;2022;CARATINGA;12;-;1
TENTADO;2022-12-03;12;2022;CATAGUASES;4;-;1
TENTADO;2022-12-03;12;2022;MONTE ALEGRE DE MINAS;9;-;1
TENTADO;2022-12-05;12;2022;CAMPESTRE;18;-;1
TENTADO;2022-12-06;12;2022;NOVA UNIAO;3;RMBH;1
TENTADO;2022-12-07;12;2022;BRASILANDIA DE MINAS;16;-;1
TENTADO;2022-12-07;12;2022;SANTA RITA DO SAPUCAI;17;-;1
TENTADO;2022-12-08;12;2022;ESMERALDAS;2;RMBH;1
TENTADO;2022-12-10;12;2022;BELO HORIZONTE;1;RMBH;1
TENTADO;2022-12-17;12;2022;LAVRAS;6;-;1
TENTADO;2022-12-17;12;2022;SAO SEBASTIAO PARAISO;18;-;1
TENTADO;2022-12-18;12;2022;JANAUBA;11;-;1
TENTADO;2022-12-22;12;2022;SAO GONCALO DO PARA;7;-;1
TENTADO;2022-12-23;12;2022;ITAJUBA;17;-;1
TENTADO;2022-12-24;12;2022;UBA;4;-;1
TENTADO;2022-12-25;12;2022;CONCEICAO DAS ALAGOAS;5;-;1
TENTADO;2022-12-25;12;2022;UBERLANDIA;9;-;1
TENTADO;2022-12-31;12;2022;MONTES CLAROS;11;-;1
CONSUMADO;2020-01-01;1;2020;CABECEIRA GRANDE;16;-;1
CONSUMADO;2020-01-02;1;2020;SANTA RITA DO SAPUCAI;17;-;1
CONSUMADO;2020-01-11;1;2020;MONTE AZUL;11;-;1
CONSUMADO;2020-01-12;1;2020;CONCEICAO DE IPANEMA;12;-;1
CONSUMADO;2020-01-28;1;2020;NOVA SERRANA;7;-;1
CONSUMADO;2020-01-31;1;2020;POCOS DE CALDAS;18;-;1
CONSUMADO;2020-02-01;2;2020;CAMPO FLORIDO;5;-;1
CONSUMADO;2020-02-04;2;2020;BARBACENA;13;-;1
CONSUMADO;2020-02-06;2;2020;BELO HORIZONTE;1;RMBH;1
CONSUMADO;2020-02-08;2;2020;PECANHA;8;-;1
CONSUMADO;2020-02-10;2;2020;CABO VERDE;18;-;1
CONSUMADO;2020-02-13;2;2020;PIRAPORA;14;-;1
CONSUMADO;2020-02-15;2;2020;BELO HORIZONTE;1;RMBH;1
CONSUMADO;2020-02-16;2;2020;PASSOS;18;-;1
CONSUMADO;2020-02-19;2;2020;CONTAGEM;2;RMBH;1
CONSUMADO;2020-02-20;2;2020;ERVALIA;4;-;1
CONSUMADO;2020-02-20;2;2020;SANTO ANTONIO DO JACINTO;15;-;1
CONSUMADO;2020-02-21;2;2020;DIVINOPOLIS;7;-;1
CONSUMADO;2020-02-24;2;2020;MIRADOURO;4;-;1
CONSUMADO;2020-02-28;2;2020;BAMBUI;7;-;1
CONSUMADO;2020-03-01;3;2020;BETIM;2;RMBH;1
CONSUMADO;2020-03-03;3;2020;CORREGO FUNDO;7;-;1
CONSUMADO;2020-03-11;3;2020;UBERABA;5;-;1
CONSUMADO;2020-03-14;3;2020;LAGOA SANTA;3;RMBH;1
CONSUMADO;2020-03-15;3;2020;BRAS PIRES;4;-;1
CONSUMADO;2020-03-16;3;2020;BELO HORIZONTE;1;RMBH;1
CONSUMADO;2020-03-17;3;2020;BELO HORIZONTE;1;RMBH;1
CONSUMADO;2020-03-23;3;2020;BELO HORIZONTE;1;RMBH;1
CONSUMADO;2020-03-29;3;2020;RIO PARDO DE MINAS;11;-;1
CONSUMADO;2020-03-31;3;2020;PARA DE MINAS;7;-;1
CONSUMADO;2020-04-10;4;2020;ARINOS;16;-;1
CONSUMADO;2020-04-11;4;2020;TRES CORACOES;6;-;1
CONSUMADO;2020-04-11;4;2020;UBERLANDIA;9;-;1
CONSUMADO;2020-04-13;4;2020;BELO HORIZONTE;1;RMBH;1
CONSUMADO;2020-04-15;4;2020;BELO HORIZONTE;1;RMBH;1
CONSUMADO;2020-04-16;4;2020;GOVERNADOR VALADARES;8;-;1
CONSUMADO;2020-04-16;4;2020;UBERABA;5;-;1
CONSUMADO;2020-04-22;4;2020;MONTE ALEGRE DE MINAS;9;-;1
CONSUMADO;2020-04-22;4;2020;SANTA VITORIA;9;-;1
CONSUMADO;2020-04-25;4;2020;CAPUTIRA;12;-;1
CONSUMADO;2020-04-25;4;2020;CONCEICAO DAS ALAGOAS;5;-;1
CONSUMADO;2020-04-26;4;2020;CONSELHEIRO LAFAIETE;13;-;1
CONSUMADO;2020-04-27;4;2020;DOM CAVATI;12;-;1
CONSUMADO;2020-04-29;4;2020;BELO HORIZONTE;1;RMBH;1
CONSUMADO;2020-04-29;4;2020;CONTAGEM;2;RMBH;1
CONSUMADO;2020-05-05;5;2020;ESTIVA;17;-;1
CONSUMADO;2020-05-06;5;2020;CONCEICAO DO MATO DENTRO;14;-;1
CONSUMADO;2020-05-06;5;2020;CONTAGEM;2;RMBH;2
CONSUMADO;2020-05-06;5;2020;JACINTO;15;-;1
CONSUMADO;2020-05-10;5;2020;BELO HORIZONTE;1;RMBH;1
CONSUMADO;2020-05-11;5;2020;DIVINOPOLIS;7;-;1
CONSUMADO;2020-05-14;5;2020;MONTES CLAROS;11;-;1
CONSUMADO;2020-05-20;5;2020;CRISTIANO OTONI;13;-;1
CONSUMADO;2020-05-29;5;2020;VISCONDE DO RIO BRANCO;4;-;1
CONSUMADO;2020-06-04;6;2020;POUSO ALEGRE;17;-;1
CONSUMADO;2020-06-06;6;2020;ARAGUARI;9;-;1
CONSUMADO;2020-06-11;6;2020;JUIZ DE FORA;4;-;1
CONSUMADO;2020-06-11;6;2020;UBERABA;5;-;1
CONSUMADO;2020-06-13;6;2020;BELA VISTA DE MINAS;12;-;1
CONSUMADO;2020-06-13;6;2020;MONTES CLAROS;11;-;1
CONSUMADO;2020-06-16;6;2020;IGARATINGA;7;-;1
CONSUMADO;2020-06-18;6;2020;CONSELHEIRO LAFAIETE;13;-;1
CONSUMADO;2020-06-18;6;2020;ESMERALDAS;2;RMBH;1
CONSUMADO;2020-06-18;6;2020;MEDINA;15;-;1
CONSUMADO;2020-06-19;6;2020;CURVELO;14;-;1
CONSUMADO;2020-06-25;6;2020;BELO HORIZONTE;1;RMBH;1
CONSUMADO;2020-06-27;6;2020;PARA DE MINAS;7;-;1
CONSUMADO;2020-07-01;7;2020;BOA ESPERANCA;6;-;1
CONSUMADO;2020-07-02;7;2020;MONTE CARMELO;10;-;1
CONSUMADO;2020-07-03;7;2020;DESCOBERTO;4;-;1
CONSUMADO;2020-07-04;7;2020;BELO ORIENTE;12;-;1
CONSUMADO;2020-07-06;7;2020;CONTAGEM;2;RMBH;1
CONSUMADO;2020-07-07;7;2020;PATROCINIO;10;-;1
CONSUMADO;2020-07-09;7;2020;GOVERNADOR VALADARES;8;-;1
CONSUMADO;2020-07-11;7;2020;MACHADO;18;-;1
CONSUMADO;2020-07-15;7;2020;BELO HORIZONTE;1;RMBH;1
CONSUMADO;2020-07-18;7;2020;ITACARAMBI;11;-;1
CONSUMADO;2020-07-19;7;2020;TIMOTEO;12;-;1
CONSUMADO;2020-07-19;7;2020;UBERABA;5;-;1
CONSUMADO;2020-07-24;7;2020;SANTA LUZIA;3;RMBH;1
CONSUMADO;2020-07-26;7;2020;SANTA LUZIA;3;RMBH;1
CONSUMADO;2020-07-28;7;2020;PARAOPEBA;19;-;1
CONSUMADO;2020-07-31;7;2020;SANTOS DUMONT;13;-;1
CONSUMADO;2020-08-01;8;2020;MEDINA;15;-;1
CONSUMADO;2020-08-04;8;2020;DOM JOAQUIM;14;-;1
CONSUMADO;2020-08-05;8;2020;DIVINOPOLIS;7;-;1
CONSUMADO;2020-08-06;8;2020;FRUTAL;5;-;1
CONSUMADO;2020-08-07;8;2020;ITAJUBA;17;-;1
CONSUMADO;2020-08-08;8;2020;SENHORA DOS REMEDIOS;13;-;1
CONSUMADO;2020-08-10;8;2020;MONTES CLAROS;11;-;1
CONSUMADO;2020-08-10;8;2020;NOVA SERRANA;7;-;1
CONSUMADO;2020-08-12;8;2020;CARMO DO CAJURU;7;-;1
CONSUMADO;2020-08-18;8;2020;VARZEA DA PALMA;14;-;1
CONSUMADO;2020-08-25;8;2020;LASSANCE;14;-;1
CONSUMADO;2020-08-27;8;2020;SANTANA DO PARAISO;12;-;1
CONSUMADO;2020-08-29;8;2020;ILICINEA;6;-;1
CONSUMADO;2020-08-29;8;2020;RESPLENDOR;8;-;1
CONSUMADO;2020-09-04;9;2020;ARINOS;16;-;1
CONSUMADO;2020-09-12;9;2020;ITANHANDU;17;-;1
CONSUMADO;2020-09-14;9;2020;TRES PONTAS;6;-;1
CONSUMADO;2020-09-16;9;2020;BELO HORIZONTE;1;RMBH;1
CONSUMADO;2020-09-18;9;2020;UNAI;16;-;1
CONSUMADO;2020-09-19;9;2020;CORINTO;14;-;1
CONSUMADO;2020-09-21;9;2020;ALEM PARAIBA;4;-;1
CONSUMADO;2020-09-27;9;2020;JUIZ DE FORA;4;-;1
CONSUMADO;2020-10-01;10;2020;JUIZ DE FORA;4;-;1
CONSUMADO;2020-10-02;10;2020;ANTONIO CARLOS;13;-;1
CONSUMADO;2020-10-02;10;2020;BELO HORIZONTE;1;RMBH;1
CONSUMADO;2020-10-07;10;2020;FRONTEIRA DOS VALES;15;-;1
CONSUMADO;2020-10-07;10;2020;GONZAGA;8;-;1
CONSUMADO;2020-10-09;10;2020;BELO HORIZONTE;1;RMBH;2
CONSUMADO;2020-10-10;10;2020;BAEPENDI;17;-;1
CONSUMADO;2020-10-10;10;2020;DIVINOPOLIS;7;-;1
CONSUMADO;2020-10-14;10;2020;IGARAPE;2;RMBH;1
CONSUMADO;2020-10-18;10;2020;BANDEIRA DO SUL;18;-;1
CONSUMADO;2020-10-21;10;2020;CONTAGEM;2;RMBH;1
CONSUMADO;2020-10-25;10;2020;BELO HORIZONTE;1;RMBH;1
CONSUMADO;2020-10-27;10;2020;UBERABA;5;-;1
CONSUMADO;2020-10-30;10;2020;CONCEICAO DOS OUROS;17;-;1
CONSUMADO;2020-11-02;11;2020;BELO HORIZONTE;1;RMBH;1
CONSUMADO;2020-11-09;11;2020;ALBERTINA;17;-;1
CONSUMADO;2020-11-10;11;2020;CONCEICAO DA APARECIDA;18;-;1
CONSUMADO;2020-11-13;11;2020;BOM SUCESSO;6;-;1
CONSUMADO;2020-11-14;11;2020;TEOFILO OTONI;15;-;1
CONSUMADO;2020-11-15;11;2020;GUANHAES;8;-;1
CONSUMADO;2020-11-16;11;2020;MANHUMIRIM;12;-;1
CONSUMADO;2020-11-20;11;2020;BOA ESPERANCA;6;-;1
CONSUMADO;2020-11-22;11;2020;SAO SEBASTIAO DO RIO VERDE;17;-;1
CONSUMADO;2020-11-26;11;2020;CAMPANARIO;15;-;1
CONSUMADO;2020-11-28;11;2020;CARATINGA;12;-;1
CONSUMADO;2020-11-28;11;2020;SAO LOURENCO;17;-;1
CONSUMADO;2020-11-30;11;2020;BOTELHOS;18;-;1
CONSUMADO;2020-12-04;12;2020;SENHORA DO PORTO;8;-;1
CONSUMADO;2020-12-06;12;2020;JANAUBA;11;-;1
CONSUMADO;2020-12-10;12;2020;ALVARENGA;8;-;1
CONSUMADO;2020-12-13;12;2020;DOM SILVERIO;12;-;1
CONSUMADO;2020-12-16;12;2020;NOVA SERRANA;7;-;1
CONSUMADO;2020-12-17;12;2020;BELO ORIENTE;12;-;1
CONSUMADO;2020-12-19;12;2020;ITAUNA;7;-;1
CONSUMADO;2020-12-20;12;2020;CAMPINA VERDE;5;-;1
CONSUMADO;2020-12-22;12;2020;SAO JOSE DA LAPA;3;RMBH;1
CONSUMADO;2020-12-24;12;2020;MORADA NOVA DE MINAS;7;-;1
CONSUMADO;2020-12-24;12;2020;PASSOS;18;-;1
CONSUMADO;2020-12-25;12;2020;ERVALIA;4;-;1
CONSUMADO;2020-12-28;12;2020;TRES CORACOES;6;-;1
CONSUMADO;2020-12-29;12;2020;ITAOBIM;15;-;1
CONSUMADO;2020-12-30;12;2020;IPABA;12;-;1
CONSUMADO;2020-12-31;12;2020;ARACUAI;15;-;1
CONSUMADO;2021-01-03;1;2021;ITAUNA;7;-;1
CONSUMADO;2021-01-09;1;2021;SAO JOAO DEL REI;13;-;1
CONSUMADO;2021-01-10;1;2021;JUIZ DE FORA;4;-;1
CONSUMADO;2021-01-12;1;2021;SANTA BARBARA;12;-;1
CONSUMADO;2021-01-14;1;2021;CONTAGEM;2;RMBH;1
CONSUMADO;2021-01-16;1;2021;VARGEM BONITA;18;-;1
CONSUMADO;2021-01-17;1;2021;BONITO DE MINAS;11;-;1
CONSUMADO;2021-01-19;1;2021;RAUL SOARES;12;-;1
CONSUMADO;2021-01-20;1;2021;CAPELA NOVA;13;-;1
CONSUMADO;2021-01-22;1;2021;VAZANTE;16;-;1
CONSUMADO;2021-01-24;1;2021;MATIAS BARBOSA;4;-;1
CONSUMADO;2021-02-02;2;2021;MEDINA;15;-;1
CONSUMADO;2021-02-06;2;2021;IPATINGA;12;-;1
CONSUMADO;2021-02-12;2;2021;BELO HORIZONTE;1;RMBH;1
CONSUMADO;2021-02-22;2;2021;BELO HORIZONTE;1;RMBH;1
CONSUMADO;2021-02-22;2;2021;NANUQUE;15;-;1
CONSUMADO;2021-02-25;2;2021;CONSELHEIRO LAFAIETE;13;-;1
CONSUMADO;2021-02-26;2;2021;ITABIRITO;3;-;1
CONSUMADO;2021-02-28;2;2021;TURVOLANDIA;17;-;1
CONSUMADO;2021-02-28;2;2021;UBERABA;5;-;1
CONSUMADO;2021-03-02;3;2021;SANTO ANTONIO DO RIO ABAIXO;14;-;1
CONSUMADO;2021-03-09;3;2021;NOVA SERRANA;7;-;1
CONSUMADO;2021-03-13;3;2021;BETIM;2;RMBH;1
CONSUMADO;2021-03-13;3;2021;JEQUITIBA;19;-;1
CONSUMADO;2021-03-13;3;2021;NOVA BELEM;8;-;1
CONSUMADO;2021-03-18;3;2021;ITABIRINHA;8;-;2
CONSUMADO;2021-03-20;3;2021;ITUIUTABA;9;-;1
CONSUMADO;2021-03-20;3;2021;PAI PEDRO;11;-;1
CONSUMADO;2021-03-23;3;2021;DIVISA ALEGRE;15;-;1
CONSUMADO;2021-03-27;3;2021;SETE LAGOAS;19;-;1
CONSUMADO;2021-03-31;3;2021;BELO HORIZONTE;1;RMBH;1
CONSUMADO;2021-04-02;4;2021;BELO HORIZONTE;1;RMBH;1
CONSUMADO;2021-04-02;4;2021;CONGONHAS;13;-;1
CONSUMADO;2021-04-03;4;2021;PERDIZES;5;-;1
CONSUMADO;2021-04-05;4;2021;SAO GONCALO DO RIO ABAIXO;12;-;1
CONSUMADO;2021-04-10;4;2021;ARAGUARI;9;-;1
CONSUMADO;2021-04-10;4;2021;ITUETA;8;-;1
CONSUMADO;2021-04-11;4;2021;QUARTEL GERAL;7;-;1
CONSUMADO;2021-04-11;4;2021;SETE LAGOAS;19;-;1
CONSUMADO;2021-04-14;4;2021;ENGENHEIRO NAVARRO;11;-;1
CONSUMADO;2021-04-17;4;2021;ITAGUARA;2;RMBH;1
CONSUMADO;2021-04-18;4;2021;BELO HORIZONTE;1;RMBH;1
CONSUMADO;2021-04-18;4;2021;MEDINA;15;-;1
CONSUMADO;2021-04-20;4;2021;COROMANDEL;10;-;1
CONSUMADO;2021-04-21;4;2021;JOAO MONLEVADE;12;-;1
CONSUMADO;2021-04-23;4;2021;PORTEIRINHA;11;-;1
CONSUMADO;2021-04-25;4;2021;TARUMIRIM;8;-;1
CONSUMADO;2021-04-25;4;2021;CARAI;15;-;1
CONSUMADO;2021-04-28;4;2021;RIBEIRAO DAS NEVES;2;RMBH;1
CONSUMADO;2021-02-27;2;2021;CARATINGA;12;-;1
CONSUMADO;2021-04-19;4;2021;MATEUS LEME;2;RMBH;1
CONSUMADO;2021-05-08;5;2021;UBERLANDIA;9;-;1
CONSUMADO;2021-05-09;5;2021;CARAI;15;-;1
CONSUMADO;2021-05-12;5;2021;CAPITAO ENEIAS;11;-;1
CONSUMADO;2021-05-15;5;2021;UBERLANDIA;9;-;1
CONSUMADO;2021-05-15;5;2021;ALFENAS;18;-;1
CONSUMADO;2021-05-27;5;2021;ITAUNA;7;-;1
CONSUMADO;2021-05-28;5;2021;CARATINGA;12;-;1
CONSUMADO;2021-05-28;5;2021;CLARO DOS POCOES;11;-;1
CONSUMADO;2021-05-29;5;2021;PIRAPORA;14;-;1
CONSUMADO;2021-05-16;5;2021;UNAI;16;-;1
CONSUMADO;2021-01-25;1;2021;BELO HORIZONTE;1;RMBH;2
CONSUMADO;2021-05-02;5;2021;CORACAO DE JESUS;11;-;1
CONSUMADO;2021-06-01;6;2021;TAIOBEIRAS;11;-;1
CONSUMADO;2021-06-14;6;2021;BANDEIRA;15;-;1
CONSUMADO;2021-06-15;6;2021;PARACATU;16;-;1
CONSUMADO;2021-06-21;6;2021;BELO HORIZONTE;1;RMBH;1
CONSUMADO;2021-06-17;6;2021;BELO HORIZONTE;1;RMBH;1
CONSUMADO;2021-06-03;6;2021;UBA;4;-;1
CONSUMADO;2021-06-20;6;2021;TRES CORACOES;6;-;1
CONSUMADO;2021-06-30;6;2021;ALMENARA;15;-;2
CONSUMADO;2021-05-05;5;2021;PADRE PARAISO;15;-;1
CONSUMADO;2021-03-30;3;2021;CAMPOS GERAIS;18;-;1
CONSUMADO;2021-05-20;5;2021;IGARAPE;2;RMBH;1
CONSUMADO;2021-07-11;7;2021;SAO PEDRO DO SUACUI;8;-;1
CONSUMADO;2021-07-11;7;2021;BALDIM;19;RMBH;1
CONSUMADO;2021-07-12;7;2021;BARBACENA;13;-;1
CONSUMADO;2021-07-12;7;2021;VAZANTE;16;-;1
CONSUMADO;2021-07-16;7;2021;BETIM;2;RMBH;1
CONSUMADO;2021-07-23;7;2021;SANTANA DO PARAISO;12;-;1
CONSUMADO;2021-07-24;7;2021;COLUNA;8;-;2
CONSUMADO;2021-07-24;7;2021;MERCES;4;-;1
CONSUMADO;2021-07-29;7;2021;PORTEIRINHA;11;-;1
CONSUMADO;2021-07-31;7;2021;BELO HORIZONTE;1;RMBH;1
CONSUMADO;2021-07-31;7;2021;MANTENA;8;-;1
CONSUMADO;2021-07-21;7;2021;SETE LAGOAS;19;-;1
CONSUMADO;2021-07-21;7;2021;CURRAL DE DENTRO;11;-;1
CONSUMADO;2021-06-09;6;2021;MONTE AZUL;11;-;2
CONSUMADO;2021-08-11;8;2021;IPATINGA;12;-;1
CONSUMADO;2021-08-14;8;2021;SANTA LUZIA;3;RMBH;1
CONSUMADO;2021-08-21;8;2021;CONTAGEM;2;RMBH;1
CONSUMADO;2021-08-22;8;2021;BARRA LONGA;12;-;1
CONSUMADO;2021-08-28;8;2021;BELO HORIZONTE;1;RMBH;2
CONSUMADO;2021-08-30;8;2021;SAO LOURENCO;17;-;1
CONSUMADO;2021-08-30;8;2021;OURO PRETO;3;-;1
CONSUMADO;2021-07-17;7;2021;BELO HORIZONTE;1;RMBH;1
CONSUMADO;2021-08-01;8;2021;CABECEIRA GRANDE;16;-;1
CONSUMADO;2021-09-04;9;2021;DORES DO INDAIA;7;-;1
CONSUMADO;2021-09-10;9;2021;DIVINOPOLIS;7;-;1
CONSUMADO;2021-09-17;9;2021;PATROCINIO;10;-;1
CONSUMADO;2021-09-20;9;2021;BELO HORIZONTE;1;RMBH;1
CONSUMADO;2021-09-20;9;2021;MONTE CARMELO;10;-;1
CONSUMADO;2021-09-25;9;2021;SANTOS DUMONT;13;-;1
CONSUMADO;2021-09-25;9;2021;UNAI;16;-;1
CONSUMADO;2021-09-29;9;2021;ITANHOMI;8;-;1
CONSUMADO;2021-09-29;9;2021;JEQUITINHONHA;15;-;1
CONSUMADO;2021-09-26;9;2021;CAJURI;4;-;1
CONSUMADO;2021-09-14;9;2021;PONTE NOVA;12;-;1
CONSUMADO;2021-09-28;9;2021;BELO HORIZONTE;1;RMBH;1
CONSUMADO;2020-09-20;9;2020;BARBACENA;13;-;1
CONSUMADO;2021-10-08;10;2021;BELO HORIZONTE;1;RMBH;1
CONSUMADO;2021-10-25;10;2021;BELO HORIZONTE;1;RMBH;1
CONSUMADO;2021-10-30;10;2021;LAGOA FORMOSA;10;-;1
CONSUMADO;2021-08-27;8;2021;DELFINOPOLIS;18;-;1
CONSUMADO;2021-09-15;9;2021;FUNILANDIA;19;-;1
CONSUMADO;2021-10-14;10;2021;ITABIRA;12;-;1
CONSUMADO;2021-10-18;10;2021;SANTA LUZIA;3;RMBH;1
CONSUMADO;2021-11-06;11;2021;LAGOA SANTA;3;RMBH;1
CONSUMADO;2021-11-10;11;2021;AUGUSTO DE LIMA;14;-;1
CONSUMADO;2021-11-17;11;2021;JUATUBA;2;RMBH;1
CONSUMADO;2021-11-23;11;2021;BRASILIA DE MINAS;11;-;1
CONSUMADO;2021-11-28;11;2021;PIEDADE DE PONTE NOVA;12;-;1
CONSUMADO;2021-11-07;11;2021;JENIPAPO DE MINAS;14;-;1
CONSUMADO;2021-11-18;11;2021;PITANGUI;7;-;1
CONSUMADO;2021-12-04;12;2021;RESENDE COSTA;13;-;1
CONSUMADO;2021-12-06;12;2021;MURIAE;4;-;1
CONSUMADO;2021-12-07;12;2021;MATIPO;12;-;1
CONSUMADO;2021-12-08;12;2021;MURIAE;4;-;1
CONSUMADO;2021-12-12;12;2021;VARZELANDIA;11;-;1
CONSUMADO;2021-12-12;12;2021;LEOPOLDINA;4;-;1
CONSUMADO;2021-12-16;12;2021;JUIZ DE FORA;4;-;1
CONSUMADO;2021-12-20;12;2021;JAIBA;11;-;1
CONSUMADO;2021-12-25;12;2021;ITABIRA;12;-;1
CONSUMADO;2021-12-25;12;2021;SANTA LUZIA;3;RMBH;1
CONSUMADO;2021-11-30;11;2021;BELO HORIZONTE;1;RMBH;1
CONSUMADO;2021-12-10;12;2021;CAMPESTRE;18;-;1
CONSUMADO;2021-12-28;12;2021;IPATINGA;12;-;1
CONSUMADO;2021-12-23;12;2021;TIRADENTES;13;-;1
CONSUMADO;2021-08-18;8;2021;ALFENAS;18;-;1
CONSUMADO;2021-11-26;11;2021;NOVORIZONTE;11;-;1
CONSUMADO;2021-08-24;8;2021;BELO HORIZONTE;1;RMBH;1
CONSUMADO;2021-09-23;9;2021;ESMERALDAS;2;RMBH;2
CONSUMADO;2022-01-01;1;2022;MANHUACU;12;-;1
CONSUMADO;2022-01-03;1;2022;SAO ROMAO;14;-;1
CONSUMADO;2022-01-11;1;2022;SAO JOSE DA VARGINHA;7;-;1
CONSUMADO;2022-01-16;1;2022;RIBEIRAO DAS NEVES;2;RMBH;1
CONSUMADO;2022-01-16;1;2022;SANTOS DUMONT;13;-;1
CONSUMADO;2022-01-17;1;2022;VARGINHA;6;-;1
CONSUMADO;2021-10-15;10;2021;POUSO ALEGRE;17;-;2
CONSUMADO;2021-10-05;10;2021;DELTA;5;-;1
CONSUMADO;2021-05-18;5;2021;CARAI;15;-;1
CONSUMADO;2021-09-19;9;2021;ITAMBACURI;15;-;1
CONSUMADO;2021-09-12;9;2021;ITAGUARA;2;RMBH;1
CONSUMADO;2022-02-02;2;2022;BOM DESPACHO;7;-;1
CONSUMADO;2022-02-08;2;2022;MONTE SIAO;17;-;1
CONSUMADO;2022-02-13;2;2022;BELO HORIZONTE;1;RMBH;1
CONSUMADO;2022-02-13;2;2022;LAGOA DA PRATA;7;-;1
CONSUMADO;2022-02-13;2;2022;SANTO ANTONIO DO AMPARO;6;-;1
CONSUMADO;2022-02-26;2;2022;JUIZ DE FORA;4;-;1
CONSUMADO;2022-02-26;2;2022;JOAO PINHEIRO;16;-;1
CONSUMADO;2022-03-03;3;2022;JANUARIA;11;-;1
CONSUMADO;2022-03-04;3;2022;ITAUNA;7;-;1
