TENTADO_CONSUMADO;DATA_FATO;MES;ANO_FATO;MUNICIPIO_FATO;RISP;RMBH;QTD_VITIMAS
CONSUMADO;2022-03-05;3;2022;FARIA LEMOS;4;-;2
CONSUMADO;2022-03-07;3;2022;BELO HORIZONTE;1;RMBH;1
CONSUMADO;2022-03-11;3;2022;SABARA;3;RMBH;1
CONSUMADO;2022-03-17;3;2022;SERRANOPOLIS DE MINAS;11;-;1
CONSUMADO;2022-03-18;3;2022;CONCEICAO DAS ALAGOAS;5;-;1
CONSUMADO;2022-03-23;3;2022;CAMPO DO MEIO;18;-;1
CONSUMADO;2022-03-23;3;2022;CACHOEIRA DE PAJEU;15;-;1
CONSUMADO;2022-03-27;3;2022;BELO HORIZONTE;1;RMBH;1
CONSUMADO;2022-03-28;3;2022;JEQUERI;12;-;1
CONSUMADO;2022-02-04;2;2022;CARBONITA;14;-;1
CONSUMADO;2022-02-04;2;2022;CATAGUASES;4;-;1
CONSUMADO;2022-02-05;2;2022;PONTE NOVA;12;-;1
CONSUMADO;2022-02-06;2;2022;ARCOS;7;-;1
CONSUMADO;2022-03-10;3;2022;MONTES CLAROS;11;-;1
CONSUMADO;2020-08-13;8;2020;CONTAGEM;2;RMBH;1
CONSUMADO;2022-01-14;1;2022;BELO HORIZONTE;1;RMBH;1
CONSUMADO;2022-03-02;3;2022;UBERABA;5;-;1
CONSUMADO;2022-03-12;3;2022;MEDINA;15;-;1
CONSUMADO;2022-03-19;3;2022;LAGOA FORMOSA;10;-;1
CONSUMADO;2022-04-03;4;2022;SARDOA;8;-;1
CONSUMADO;2022-04-09;4;2022;PERDIZES;5;-;1
CONSUMADO;2022-04-10;4;2022;SAO JOSE DO JACURI;8;-;1
CONSUMADO;2022-04-15;4;2022;SANTA MARIA DO SALTO;15;-;1
CONSUMADO;2022-04-24;4;2022;BELO HORIZONTE;1;RMBH;1
CONSUMADO;2022-04-22;4;2022;IPATINGA;12;-;1
CONSUMADO;2022-04-22;4;2022;SALINAS;11;-;1
CONSUMADO;2022-03-26;3;2022;MANTENA;8;-;1
CONSUMADO;2022-03-29;3;2022;PITANGUI;7;-;1
CONSUMADO;2022-04-08;4;2022;IGARAPE;2;RMBH;1
CONSUMADO;2022-04-21;4;2022;BELO HORIZONTE;1;RMBH;1
CONSUMADO;2021-04-30;4;2021;BETIM;2;RMBH;1
CONSUMADO;2022-05-04;5;2022;CONTAGEM;2;RMBH;1
CONSUMADO;2022-05-04;5;2022;LEOPOLDINA;4;-;1
CONSUMADO;2022-05-04;5;2022;PRATA;9;-;1
CONSUMADO;2022-05-14;5;2022;POMPEU;7;-;1
CONSUMADO;2022-05-15;5;2022;CURVELO;14;-;1
CONSUMADO;2022-05-25;5;2022;CACHOEIRA DE PAJEU;15;-;1
CONSUMADO;2022-05-25;5;2022;CAPELINHA;14;-;1
CONSUMADO;2022-05-26;5;2022;FORMIGA;7;-;1
CONSUMADO;2022-05-27;5;2022;SANTOS DUMONT;13;-;1
CONSUMADO;2022-05-27;5;2022;CAPELINHA;14;-;1
CONSUMADO;2022-05-28;5;2022;ITINGA;15;-;1
CONSUMADO;2022-05-28;5;2022;TEOFILO OTONI;15;-;1
CONSUMADO;2022-05-30;5;2022;DIVINOPOLIS;7;-;2
CONSUMADO;2022-05-30;5;2022;VARGINHA;6;-;1
CONSUMADO;2022-05-11;5;2022;IBIRITE;2;RMBH;1
CONSUMADO;2022-05-01;5;2022;POUSO ALEGRE;17;-;1
CONSUMADO;2022-03-13;3;2022;JUIZ DE FORA;4;-;1
CONSUMADO;2022-03-15;3;2022;TEOFILO OTONI;15;-;1
CONSUMADO;2022-04-29;4;2022;PATOS DE MINAS;10;-;1
CONSUMADO;2022-06-05;6;2022;BELO HORIZONTE;1;RMBH;1
CONSUMADO;2022-06-04;6;2022;TEOFILO OTONI;15;-;1
CONSUMADO;2022-06-19;6;2022;BELO HORIZONTE;1;RMBH;1
CONSUMADO;2022-06-19;6;2022;VESPASIANO;3;RMBH;1
CONSUMADO;2022-06-19;6;2022;EUGENOPOLIS;4;-;1
CONSUMADO;2022-06-24;6;2022;SABARA;3;RMBH;1
CONSUMADO;2022-06-30;6;2022;CARMO DO CAJURU;7;-;1
CONSUMADO;2022-06-30;6;2022;JORDANIA;15;-;1
CONSUMADO;2022-06-10;6;2022;OURO BRANCO;13;-;1
CONSUMADO;2022-06-08;6;2022;BELO HORIZONTE;1;RMBH;1
CONSUMADO;2022-04-13;4;2022;RIACHINHO;16;-;1
CONSUMADO;2022-06-07;6;2022;AGUAS FORMOSAS;15;-;1
CONSUMADO;2022-07-09;7;2022;ALTO JEQUITIBA;12;-;1
CONSUMADO;2022-07-12;7;2022;UBERLANDIA;9;-;1
CONSUMADO;2022-07-12;7;2022;BRUMADINHO;2;RMBH;3
CONSUMADO;2022-07-13;7;2022;ITABIRA;12;-;1
CONSUMADO;2022-07-17;7;2022;BETIM;2;RMBH;1
CONSUMADO;2022-07-17;7;2022;SAO GERALDO;4;-;1
CONSUMADO;2022-07-21;7;2022;POCOS DE CALDAS;18;-;1
CONSUMADO;2022-07-22;7;2022;OURO FINO;17;-;1
CONSUMADO;2022-07-22;7;2022;PERDIZES;5;-;1
CONSUMADO;2022-07-22;7;2022;MATHIAS LOBATO;8;-;1
CONSUMADO;2022-07-23;7;2022;BELO HORIZONTE;1;RMBH;1
CONSUMADO;2022-07-24;7;2022;CAMPO BELO;6;-;1
CONSUMADO;2022-07-29;7;2022;IGARAPE;2;RMBH;1
CONSUMADO;2022-07-29;7;2022;ITAIPE;15;-;1
CONSUMADO;2022-07-31;7;2022;ARAPORA;9;-;1
CONSUMADO;2022-05-17;5;2022;BELO HORIZONTE;1;RMBH;1
CONSUMADO;2022-07-30;7;2022;ESMERALDAS;2;RMBH;1
CONSUMADO;2022-05-03;5;2022;BETIM;2;RMBH;1
CONSUMADO;2022-05-03;5;2022;RIBEIRAO DAS NEVES;2;RMBH;1
CONSUMADO;2022-07-11;7;2022;ARAGUARI;9;-;1
CONSUMADO;2022-04-18;4;2022;ITAMARANDIBA;14;-;1
CONSUMADO;2022-06-23;6;2022;SAO JOAQUIM DE BICAS;2;RMBH;1
CONSUMADO;2022-08-02;8;2022;LAGOA GRANDE;10;-;1
CONSUMADO;2022-08-04;8;2022;BELO HORIZONTE;1;RMBH;1
CONSUMADO;2022-08-06;8;2022;ARAXA;5;-;1
CONSUMADO;2022-08-06;8;2022;MAR DE ESPANHA;4;-;1
CONSUMADO;2022-08-07;8;2022;UBERABA;5;-;1
CONSUMADO;2022-08-07;8;2022;PATOS DE MINAS;10;-;1
CONSUMADO;2022-08-09;8;2022;BELO HORIZONTE;1;RMBH;1
CONSUMADO;2022-08-11;8;2022;ELOI MENDES;6;-;1
CONSUMADO;2022-08-11;8;2022;TEIXEIRAS;4;-;1
CONSUMADO;2022-08-15;8;2022;PARA DE MINAS;7;-;1
CONSUMADO;2022-08-20;8;2022;CAMPANHA;6;-;1
CONSUMADO;2022-08-29;8;2022;BETIM;2;RMBH;1
CONSUMADO;2022-08-29;8;2022;GOVERNADOR VALADARES;8;-;1
CONSUMADO;2022-08-31;8;2022;FERROS;12;-;1
CONSUMADO;2022-09-02;9;2022;ARACUAI;15;-;1
CONSUMADO;2022-09-07;9;2022;UBAPORANGA;12;-;1
CONSUMADO;2022-09-14;9;2022;BETIM;2;RMBH;1
CONSUMADO;2022-09-19;9;2022;ALFENAS;18;-;1
CONSUMADO;2022-09-21;9;2022;GOVERNADOR VALADARES;8;-;1
CONSUMADO;2022-09-24;9;2022;JABOTICATUBAS;3;RMBH;1
CONSUMADO;2022-09-18;9;2022;CACHOEIRA DE PAJEU;15;-;1
CONSUMADO;2022-09-30;9;2022;NOVA SERRANA;7;-;1
CONSUMADO;2022-09-06;9;2022;SAO SEBAST. DO MARANHAO;8;-;1
CONSUMADO;2022-10-01;10;2022;MANHUACU;12;-;1
CONSUMADO;2022-10-08;10;2022;CARATINGA;12;-;1
CONSUMADO;2022-10-09;10;2022;GUANHAES;8;-;1
CONSUMADO;2022-10-10;10;2022;FORTALEZA DE MINAS;18;-;1
CONSUMADO;2022-10-15;10;2022;PATOS DE MINAS;10;-;1
CONSUMADO;2022-10-17;10;2022;JUIZ DE FORA;4;-;1
CONSUMADO;2022-10-17;10;2022;SANTA LUZIA;3;RMBH;1
CONSUMADO;2022-10-30;10;2022;MONTE BELO;18;-;1
CONSUMADO;2022-10-30;10;2022;SETUBINHA;15;-;1
CONSUMADO;2022-10-19;10;2022;IBIRITE;2;RMBH;1
CONSUMADO;2022-10-13;10;2022;CORONEL MURTA;15;-;1
CONSUMADO;2022-10-16;10;2022;BETIM;2;RMBH;1
CONSUMADO;2022-10-02;10;2022;PASSOS;18;-;1
CONSUMADO;2022-11-08;11;2022;BOCAIUVA;11;-;1
CONSUMADO;2022-11-09;11;2022;GUANHAES;8;-;1
CONSUMADO;2022-11-10;11;2022;BRASILANDIA DE MINAS;16;-;1
CONSUMADO;2022-11-12;11;2022;PATOS DE MINAS;10;-;1
CONSUMADO;2022-11-12;11;2022;CARMO DO PARANAIBA;10;-;1
CONSUMADO;2022-11-14;11;2022;POUSO ALEGRE;17;-;1
CONSUMADO;2022-11-15;11;2022;FRUTAL;5;-;1
CONSUMADO;2022-11-16;11;2022;VARJAO DE MINAS;10;-;1
CONSUMADO;2022-11-19;11;2022;LAGOA DA PRATA;7;-;1
CONSUMADO;2022-11-28;11;2022;CARMO DO CAJURU;7;-;1
CONSUMADO;2022-11-05;11;2022;SAO LOURENCO;17;-;2
CONSUMADO;2022-11-01;11;2022;ESPINOSA;11;-;1
CONSUMADO;2022-11-01;11;2022;TIROS;10;-;1
CONSUMADO;2022-11-26;11;2022;SAO GOTARDO;10;-;1
CONSUMADO;2022-11-24;11;2022;JABOTICATUBAS;3;RMBH;1
CONSUMADO;2022-12-02;12;2022;MONTES CLAROS;11;-;1
CONSUMADO;2022-12-02;12;2022;BURITIZEIRO;14;-;1
CONSUMADO;2022-12-03;12;2022;LAGOA SANTA;3;RMBH;1
CONSUMADO;2022-12-10;12;2022;OURO BRANCO;13;-;1
CONSUMADO;2022-12-23;12;2022;VARZELANDIA;11;-;1
CONSUMADO;2022-12-24;12;2022;BELO HORIZONTE;1;RMBH;1
CONSUMADO;2022-12-25;12;2022;GONZAGA;8;-;1
CONSUMADO;2022-12-25;12;2022;MONTE CARMELO;10;-;1
CONSUMADO;2022-12-26;12;2022;SAO PEDRO DO SUACUI;8;-;1
CONSUMADO;2022-12-29;12;2022;UBAI;11;-;1
